timestamp,stage,group,topic,partition,current_offset,log_end_offset,lag
2026-08-05T03:56:11,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:56:11,dlq_check,notification-group,delivery-risk-events,0,11102,11406,304
2026-08-05T03:56:23,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:56:23,dlq_check,notification-group,delivery-risk-events,0,11107,11406,299
2026-08-05T03:56:34,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:56:34,dlq_check,notification-group,delivery-risk-events,0,11111,11406,295
2026-08-05T03:56:46,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:56:46,dlq_check,notification-group,delivery-risk-events,0,11113,11406,293
2026-08-05T03:56:58,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:56:58,dlq_check,notification-group,delivery-risk-events,0,11115,11406,291
2026-08-05T03:57:11,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:57:11,dlq_check,notification-group,delivery-risk-events,0,11121,11406,285
2026-08-05T03:57:22,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:57:22,dlq_check,notification-group,delivery-risk-events,0,11124,11406,282
2026-08-05T03:57:32,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:57:32,dlq_check,notification-group,delivery-risk-events,0,11129,11406,277
2026-08-05T03:57:44,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:57:44,dlq_check,notification-group,delivery-risk-events,0,11132,11406,274
2026-08-05T03:57:56,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:57:56,dlq_check,notification-group,delivery-risk-events,0,11138,11406,268
2026-08-05T03:58:07,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:58:07,dlq_check,notification-group,delivery-risk-events,0,11142,11406,264
2026-08-05T03:58:18,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:58:18,dlq_check,notification-group,delivery-risk-events,0,11144,11406,262
2026-08-05T03:58:28,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:58:28,dlq_check,notification-group,delivery-risk-events,0,11149,11406,257
2026-08-05T03:58:40,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:58:40,dlq_check,notification-group,delivery-risk-events,0,11154,11406,252
2026-08-05T03:58:51,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:58:51,dlq_check,notification-group,delivery-risk-events,0,11156,11406,250
2026-08-05T03:59:02,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:59:02,dlq_check,notification-group,delivery-risk-events,0,11158,11406,248
